barcode,desc,acost,adate,ast_type,cat_type,est_life,locname,dept,status
0110-0007580600001  ,CURRENT TRANSFORMER 400:5A SPLIT CORE                       ,      2959.00,02/13/2023,ELEC. INTS. & EQPT. ,ELECTRICAL PARTS                                  ,         3,DRESSING PLANT                ,DRESSING PLANT-ADMIN                              ,FA_TRAN             
0110-0007580600002  ,CURRENT TRANSFORMER 400:5A SPLIT CORE                       ,      2959.00,02/13/2023,ELEC. INTS. & EQPT. ,ELECTRICAL PARTS                                  ,         3,DRESSING PLANT                ,DRESSING PLANT-ADMIN                              ,FA_TRAN             
0110-0007580600003  ,CURRENT TRANSFORMER 400:5A SPLIT CORE                       ,      2959.00,02/13/2023,ELEC. INTS. & EQPT. ,ELECTRICAL PARTS                                  ,         3,DRESSING PLANT                ,DRESSING PLANT-ADMIN                              ,FA_TRAN             
0110-0007662000001  ,PANEL BOARD (THERMOPLASTIC ENCLOSURE)                       ,      2797.00,02/09/2023,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,ISLAND CITY MALL              ,ICM-MALL ADMIN                                    ,FA_TRAN             
0110-0007662000002  ,PANEL BOARD (THERMOPLASTIC ENCLOSURE)                       ,      2797.00,02/09/2023,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,ISLAND CITY MALL              ,ICM-MALL ADMIN                                    ,FA_TRAN             
0110-0007662000003  ,PANEL BOARD (THERMOPLASTIC ENCLOSURE)                       ,      2797.00,02/09/2023,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,ISLAND CITY MALL              ,ICM-MALL ADMIN                                    ,FA_TRAN             
0110-0007914100001  ,PANEL UPS 1-ADMIN                                           ,      6926.70,09/19/2022,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,FIXRITE PANGLAO               ,FIXRITE PANGLAO-ADMIN                             ,FA_TRAN             
0110-0007914200001  ,PANEL UPS 2-SERVER/COUNTER                                  ,      6826.35,09/19/2022,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,FIXRITE PANGLAO               ,FIXRITE PANGLAO-ADMIN                             ,FA_TRAN             
0110-0007914200002  ,PANEL UPS 2-SERVER/COUNTER                                  ,      6826.35,09/19/2022,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,FIXRITE PANGLAO               ,FIXRITE PANGLAO-ADMIN                             ,FA_TRAN             
0110-0007914300001  ,PANEL LP-MEZZANINE                                          ,      6606.55,09/19/2022,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,FIXRITE PANGLAO               ,FIXRITE PANGLAO-ADMIN                             ,FA_TRAN             
0110-0007940900001  ,CENTRIFUGAL FAN - SISW                                      ,     43110.00,01/17/2023,STR. EQPT.          ,EXHAUST FAN                                       ,         3,SOUTH FARM                    ,SOUTH FARM                                        ,FA_TRAN             
0110-0007962100001  ,PANELBOARD LPP-REPAIR SHOP MAIN                             ,     23788.00,01/17/2023,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,DRESSING PLANT                ,DRESSING PLANT-ADMIN                              ,FA_TRAN             
0110-0007963000001  ,ECB 80AT3P460V ICGON                                        ,      4256.00,01/17/2023,ELEC. INTS. & EQPT. ,ELECTRICAL PARTS                                  ,         3,DRESSING PLANT                ,DRESSING PLANT-ADMIN                              ,FA_TRAN             
0110-0008325400001  ,PANELBOARD SCHNEIDER BREAKER  MAIN:1                        ,      2247.00,12/14/2022,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,DRESSING PLANT                ,DRESSING PLANT-ADMIN                              ,FA_TRAN             
0110-0008325400002  ,PANELBOARD SCHNEIDER BREAKER  MAIN:1                        ,      2247.00,12/14/2022,ELEC. INTS. & EQPT. ,PANEL BOARD                                       ,         5,DRESSING PLANT                ,DRESSING PLANT-ADMIN                              ,FA_TRAN             
